education,height,car,house,weight,constellation,nationality,zodiac,blood,criterias_age,criterias_height,criterias_nationality,criterias_education,criterias_marriage,criterias_location,nickname,marriage,work_location,shortnote
本科,165,暂未购车,已购住房,65,狮子座,汉族,兔,B,"48,62","170,186",不限,大专或以上,不限,北京上海天津山东,未婚高级讲师,未婚,邯郸,我未婚、事业单位中专学校正高级讲师，人品优、身心健康、体貌好、心地善良、为人和蔼、宽容、乐于助人、上进强。有家庭和社会责任感。无不良嗜好。 生于知识分子家庭，父亲属建国前干部，由于…
大专,164,已经购车,已购住房,60,金牛座,汉族,鼠,O,"55,68","165,188",不限,不限,不限,不限,一朵红云,未婚,深圳,"我虽然不很年轻,但我很贤惠;    我虽然不很漂亮,但我端庄大方;    我虽然性格有点内向,但不代表我不浪漫;    我虽然至今未婚,但不代表我没有女人味;    我虽然经历了很…"
大专,168,暂未购车,暂未购房,58,射手座,汉族,牛,B,"48,65","175,200",不限,大专,离异丧偶,四川,漂浮不定的云,丧偶,昆明,"填写资料时手误不小心点了丧偶，要求客服几次改都没有改特此说明。
      对于“你”来说，我是陌生的。所以，我如实填写了个人资料，把自我最近的生活照放进相册里。除了这些你看到的，…"
大专,164,暂未购车,与父母同住,55,处女座,汉族,兔,A,"45,或以上","168,182",不限,大专或以上,不限,江苏南京,紫罗兰2008,未婚,南京,"人跟人的相遇，早就命中注定。就算擦肩而过，也是经历了千山万水的辗转。如果看对眼，就一起走一段。 
有好感时，我努力靠近你的世界；相爱时，我全情付出；相处时，我真心给予；哪怕有天我们…"
本科,160,已经购车,暂未购房,45,巨蟹座,汉族,狗,B,"35,45","170,185",不限,大专,不限,北京,elina,离异,西城,我是个活泼开朗的北京女孩，从小在北京长大，我来这里是很认真的，也希望你是认真的。可能因为接触的人少吧，所以现在还没遇见合适的人。我现在在一个国有控股的上市公司，工作压力还是挺大的，…
本科,169,已经购车,已购住房,52,金牛座,汉族,马,B,"25,45","175,185",不限,本科,未婚,上海,baby78,未婚,静安,期待与真诚善良、机智幽默的他携手幸福人生        上海人，单位与家之间步行距离为15分钟。工作单位在人民广场附近。家庭条件中等，父母已经退休，有稳定的退休金及养老金。    …
本科,165,暂未购车,已购住房,62,天蝎座,汉族,羊,O,"36,48","170,",不限,本科,不限,北京,tinazhai1028,未婚,通州,希望找到可以一起平平淡淡，但是能彼此牵挂、彼此倾心到永远的那个人，不奢望他多有钱，不奢望他多帅，只希望他是那个最爱我的人！(我是一个很平凡，很简单的人，我就是我，我就是很平凡，很普…
本科,170,已经购车,已购住房,63,天蝎座,汉族,猪,B,"36,50","175,190",不限,本科,不限,广东,sharon8210,离异,珠海,"如果说童话中的王子与公主真的能幸福快乐的生活,他们一定懂得如何相处...
 关于面包和爱情，我依然会坚决的选择爱情！尽管经历了这么多，我依旧是在爱情面前傻傻的那个我，只要爱，就会全…"
大专,165,暂未购车,与父母同住,52,水瓶座,汉族,马,其它,"39,50","170,180",不限,大专或以上,不限,上海,lily_ll,未婚,长宁,外企人力资源部，工作时间规律，工作之余也和朋友们学习理财。自尊自爱，乐观通达，爱笑幽默，喜欢花草；喜欢旅游，每年会去1-2个地方走走，了解不同地域风土人情，品尝当地美食；喜欢读书，…
本科,165,已经购车,已购住房,55,金牛座,汉族,蛇,AB,"44,55","175,185",不限,本科,不限,广东,CrystalTam,离异,广州,宠友--家有萨摩耶和贵宾；摄友--Nikon的忠实粉丝；驴友--争取大江南北走个遍；车友--安全驾驶与飙车兼顾；煮友--天天制造灶头烟火。  真心寻觅集挚友、良友、蜜友、男友、小朋友于一身的那个你。......
本科,163,--,已购住房,50,水瓶座,汉族,猴,--,"28,37","170,190",不限,不限,未婚,不限,shea,未婚,桂林,"找一个一起看星星的人，找一个天天都能让我感觉在恋爱的人     我不想每天都回数十封邮件，所以相貌,事业,内涵无任一突出优势者勿扰。        备注:比我小四岁的,大我五岁的勿…"
本科,167,暂未购车,暂未购房,52,摩羯座,汉族,虎,A,"不限,","不限,",不限,不限,不限,不限,小樱１００７,未婚,大连,"我很怕在大家面前讲话，包括课堂发言！
我也不懂怎么和陌生人沟通！
但熟悉我的朋友都知道
我不是一个冷漠的人！"
本科,158,已经购车,已购住房,--,摩羯座,汉族,兔,A,"35,50","168,178",不限,大专,不限,广东深圳,昕妍,离异,深圳,我出生在山东烟台，独生女，父亲是大学老师，母亲已经退休，身体健康，来广东四年，目前是深户，打算留在广东生活，在一家通讯天线公司做业务，生活圈子不大，工作稳定自由，被父母要求闪婚过，…
硕士,158,--,--,--,巨蟹座,汉族,牛,O,"33,43","160,183",不限,本科,不限,不限,虹,未婚,厦门,"我是一个善良,正直,可爱的人 。留美金融本硕，GMAT 780，先后在华尔街，北京，香港都有体面的工作，过去六年做海外并购，想在组建家庭之前好好体验职场，将来可以更好的支持你和教育…"
硕士,168,已经购车,已购房,53,摩羯座,汉族,羊,O,"29,34","176,186",不限,硕士,未婚,北京,春雨,未婚,朝阳,92年出生，籍贯山东，户口北京。985本科，美商科硕士，aicpa，500强前50某美资企业财务分析工作。独生子女，乐观开朗，家境尚好。希望对方年龄相仿，硕士学历，开朗自律，不吸烟…
大专,158,已经购车,与父母同住,47,双鱼座,汉族,猪,O,"34,44","170,180",不限,不限,离异,广东,小镅,离异,惠州,生命中，不断的有人离开或进入，看见的、看不见的，记住的、遗忘的；生命中，不断的有得失和失落，看不见的、看见的；遗忘的、记住的。但我希望有你在生命里。......
大专,170,已经购车,已购住房,58,摩羯座,汉族,鸡,O,"32,43","170,199",不限,大专,不限,山东潍坊,我来因为你在1982,未婚,潍坊,"   希望未来的他有良好的人品，有上进心，有责任心，顾家，孝顺。有稳定的工作或者自己的事业。
        本人现居地为潍坊市奎文区，家中独女，父母均已退休，希望我们两家距离不要…"
大专,156,暂未购车,暂未购房,48,水瓶座,汉族,羊,O,"23,40","160,185",不限,不限,不限,湖南长沙,魅香如影,离异,萍乡,"本人郑重申明，是借此平台找另一半的，请怀着不一样想法的人远远绕过，不傻，不要浪费彼此精力，谢谢！            喜欢看看书,有空喜欢出去旅游.凡事不强求,喜欢顺其自然,为人…"
本科,158,暂未购车,住单位房,43,天秤座,汉族,鼠,B,"28,35","173,180",不限,大专或以上,未婚,不限,休素,未婚,深圳,一个人寻寻觅觅了很久，也等待了很久，习惯了一个人独立，一个人坚强，但是人总会有累的时候，希望能有一个安心的依靠，两人守望相助，互相扶持。    我是个比较有主见，独立但不专横的人，…
本科,157,暂未购车,暂未购房,47,巨蟹座,汉族,兔,B,"24,32","176,186",不限,本科或以上,未婚离异,山东滨州北京国外台湾,稻草娃娃,未婚,泰安,"大家都把我当小孩子宠着,我有点调皮,有点任性,我希望能找到知心的朋友"
大专,158,暂未购车,独自租房,50,白羊座,汉族,龙,O,"45,58","168,185",不限,大专,不限,广东深圳澳门国外,真慧美子,离异,深圳,我只想认真的找到另一半，好好的过完这一生！做一个贤妻良母！结束孤单的生活!我真的好想结婚!!非诚勿扰...
大专,164,暂未购车,已购住房,52,天蝎座,汉族,蛇,O,"33,40","165,180",不限,不限,离异,不限,给我一点爱的灵感,离异,成都,我没有邮票了。如果有诚心和诚信的朋友可以直接加QQ894849385，期待朋友们的来信...
大专,159,暂未购车,暂未购房,50,天蝎座,汉族,兔,O,"35,45","170,180",不限,本科,未婚,北京,ren siyue,未婚,丰台,上帝不让男人亚当独居，用他身上最美丽的一根肋骨创造了女人夏娃。    亚当写给夏娃人类第一首情诗：你是我的骨中的骨，肉中的肉。        我的亚当在哪里？......
大专,163,暂未购车,已购房,54,水瓶座,汉族,鸡,B,"38,48","170,180",不限,大专,不限,浙江金华浙江杭州江苏苏州上海,孤单背影,离异,金华,我想找一个让我仰望崇拜的人共度余生。非诚勿扰！请看清楚再发信息。只接受在浙江义乌或者周边城市工作或生活的！小于38岁大于47岁的不考虑！习惯吃喝嫖赌、沉溺于游戏等不良嗜好的，游手好…
大专,160,暂未购车,已购住房,49,射手座,汉族,马,O,"50,60","170,180",不限,高中中专及以下,离异,不限,CS佩佩,离异,长沙,找个自己喜欢的，也喜欢我的，过喜欢的日子。...
高中中专及以下,163,已经购车,需要时购置,57,摩羯座,汉族,羊,A,"38,50","171,179",不限,不限,未婚离异,广东东莞,门果,未婚,东莞,坐标东莞，可接受车程一小时内的距离，太远的勿扰...
大专,164,已购车（经济型）,已购住房,64,天秤座,汉族,猴,A,"64,72","160,189",汉族,大专或以上,不限,上海国外香港北京,zxcmnb,离异,闵行,在这里我想找到一个适合我的人．从事会计工作20多年，自由职业的人，离婚未育，父母都去世，虽然在上海退休。希望能碰到心胸开阔，互相体量的人，开心过好每一天．如果合的来，希望你是责任心…
本科,158,暂未购车,已购住房,48,处女座,汉族,猴,O,"35,45","170,",不限,大专,未婚离异,湖南长沙,janicewang,未婚,长沙,我是一位性格内向，温柔善良，但不失独立性的女孩，身高158CM，体重48KG，呵呵！    或许是性格使然，亦或是受成长环境的影响，从小时的我就喜欢上了简单。简单地生活，简单地做人…
本科,155,暂未购车,暂未购房,48,狮子座,汉族,龙,AB,"38,45","168,178",不限,本科或以上,未婚,重庆国外,lancyqi,未婚,万州,"1、我的简介    性格随和的我,曾从事审计工作多年，现为律师。    2、向往人生    选择婚姻,就是选择一种生活方式,我希望我的生活方式是健康、简单、充实和快乐。      …"
本科,162,暂未购车,与父母同住,50,狮子座,汉族,蛇,B,"38,50","170,189",不限,不限,不限,不限,阳光的燕子,未婚,东城,"我是比较温柔体贴，孝顺，知书达理，性格开朗活泼.    平时喜欢看书，听音乐，运动。    身边的朋友几乎都结婚啦,我的亲朋好友都在催我结婚,现在我自己也很想有个温馨的家,两个人能…"
大专,165,暂未购车,已购住房,48,双子座,汉族,羊,--,"40,50","170,185",不限,大专,不限,广东深圳,雪影飞舞,离异,深圳,"　　　若是相遇，有缘结识，请真诚相待,游戏佳缘者，勿扰！但愿结识有缘人，能与我携子之手，荣辱与共，共同面对精彩人生。不要求你帅气逼人，只希望你能有真心一片，不离不弃，在生活的风风雨…"
本科,162,暂未购车,已购住房,63,白羊座,汉族,蛇,A,"68,77","163,178",不限,大专,离异丧偶,重庆四川贵州北京,秋碧,离异,北碚,重点大学高级职称退休，曾用真诚和责任搏取了昨日的辉煌和今日的保障，并拥有了自己想要的过程。与你相亲相爱、相依相守。请认真阅读我的资料，完全真实。我不会买邮票，来信请贴邮票，否则不要…
大专,172,暂未购车,暂未购房,57,白羊座,汉族,鼠,其它,"25,38","175,190",不限,不限,未婚,不限,蝶儿花,未婚,深圳,一个疼我的老公        一个可爱的孩子        一间普通的屋子        一个幸福温暖的家        这   就是我的目标（非诚勿扰）      　　　...
本科,160,--,已购住房,53,白羊座,--,猪,--,"35,45","170,189",不限,不限,未婚离异,河南郑州,风轻云淡,未婚,郑州,湖北姑娘，目前已经定居郑州，从事管理工作，工作规律，时间相对灵活自由。性格活泼开朗，热情大方，阳光直率，喜欢美食，热爱生活，孝顺父母，家庭氛围良好，对美好生活充满期待，对未来幸福非…
本科,160,已购车（豪华型）,已购住房,48,摩羯座,汉族,鼠,O,"32,42","173,184",不限,不限,不限,上海,二爷,离异,静安,"上海人，一家美国上市公司做高级管理。
爱好旅游(去过美国，欧洲，非洲)，
喜欢锻炼，旅游，丰富人生阅历，多些经历，能够独立生活也望有陪伴
年纪大了依然想结婚生子，
相处沟通包容陪伴…"
