education,height,car,house,weight,constellation,nationality,zodiac,blood,criterias_age,criterias_height,criterias_nationality,criterias_education,criterias_marriage,criterias_location,nickname,marriage,work_location,shortnote
硕士,178,已购车（经济型）,已购住房,58,巨蟹座,汉族,羊,其它,"30,40","160,177",不限,大专,未婚,北京,我想我是海,未婚,朝阳,善良，有上进心，有责任心，顾家。希望能够寻觅到一位有眼缘，价值观相近的女士，一起踏踏实实过日子～...
本科,174,暂未购车,已购住房,64,天秤座,汉族,蛇,O,"22,35","159,171",不限,不限,未婚离异,湖南,苍穹,未婚,长沙,轻轻的，我来了，正如清清的你，也来寻觅着那份希冀…...
大专,171,暂未购车,与父母同住,75,双鱼座,汉族,兔,--,"48,53","150,165",不限,不限,不限,上海,一壶清水,离异,普陀,前方是什么，也许并不重要。 重要的是，我们心里怀揣着什么。...
本科,180,暂未购车,已购住房,78,金牛座,汉族,鼠,AB,"29,50","155,199",不限,不限,离异,不限,缘,离异,台州, 历经千帆终不悔 此缘仅在坦然中     ...
本科,180,暂未购车,已购房,68,白羊座,汉族,猪,--,"34,38","163,169",不限,本科或以上,不限,北京,tom2008,未婚,东城,感谢这个网站，给等待意想不到的温柔的人们提供如此宽广的舞台，使众多同龄人有了陌生而相似的期待，希望有机会和温柔的、善良的你多沟通！
本科,180,已经购车,已购住房,80,金牛座,汉族,猴,O,"26,44","160,175",不限,大专或以上,不限,广西南宁广西来宾,独行天下,未婚,南宁,有一种爱，长久且让人心醉，有一种情，伤人且自伤。有一种蛊被称为一味相思，让人不由沉醉且相思入骨。爱情就是两个人在一起不离不弃，执子之手，与子偕老；爱情是无私的给予，没有任何条件；爱…
本科,174,暂未购车,已购住房,67,双鱼座,汉族,羊,O,"65,71","158,168",不限,不限,不限,不限,肖笑,离异,石河子,人虽退休，无职无权，但有健康的身体，有丰富的人生经历，兴趣广泛，富有生活情趣和一颗关爱他人的爱心，正式征婚，寻觅真正的有共同情趣或甘愿与我共渡余生的有情人。          心…
本科,180,暂未购车,已购住房,78,双子座,汉族,狗,O,"29,56","不限,",不限,不限,不限,北京,小马哥,离异,丰台,我是一个为人很真诚的北京男人，大学本科学历，喜好文学历史军事类影视及书籍，也喜欢参观展览，旅游等。  希望你通情达理、温柔善良、有责任感、不爱慕虚荣，有共同营造一个属于我们自己的家…
博士,168,已经购车,已购住房,67,双子座,汉族,兔,O,"30,39","160,",不限,本科或以上,未婚离异,不限,Xiaodong,离异,华盛顿州,本人美国公民。在美国生活和工作已经30年了。离异有一女儿跟她妈。身体健康精力好。专业基础和经济基础也都好。拥有美国名牌大学航空系博士学位。年收入较高并 拥有多套出租物业。希望再生一…
本科,171,已经购车,已购住房,73,天秤座,汉族,猴,O,"25,45","155,175",不限,不限,不限,广东深圳,mzcai,离异,深圳,每个人都有一些缺点，没有人真正的完美。所以我会抱着爱情的平常心走近你。在一起时就努力珍惜这些美好的时光，既然得到了就不再左顾右盼。我相信，真诚地对待爱情，那么爱情将同样对我。......
本科,183,已购车（豪华型）,已购房,86,巨蟹座,汉族,龙,O,"25,32","155,176",不限,本科,未婚,湖南长沙,天涯海角,未婚,长沙,88年巨蟹 身高182 湖南湘潭人 独生 未婚 父母事业单位退休，自己经营一家消防公司。喜欢旅行，看电影，滑雪，打篮球和玩点网络游戏，什么都会点，高尔夫，网球，骑马射箭，攀岩，蹦极…
大专,178,已购车（中档型）,已购房,78,金牛座,汉族,鼠,A,"36,65","130,260",不限,不限,不限,不限,孤独的狼,离异,房山,有一女孩，已经独立。.真心寻找另一半，一起过年，平时不怎么来这里  ，期待你的叨扰...
本科,170,已经购车,已购房,70,水瓶座,汉族,羊,AB,"28,39","155,169",不限,大专,不限,上海,陶陶,未婚,杨浦,"↓↓↓↓
 80年2月生于上海长于上海，不吸烟,不喝酒,无不良嗜好。一心想看看围城内的世界，觅志同道合者携手共进。
 一般的家务都会，只会烧几个简单的菜，比如可乐鸡翅，炒青菜。
 …"
硕士,178,已经购车,已购住房,70,水瓶座,汉族,马,AB,"25,34","158,170",不限,本科,未婚离异,四川成都,围城,离异,成都,感情这东西有点玄，看不见，摸不着，有时近，有时远，有时真实，有时模糊，有的时候觉得不是，有的时候坚信它是。...
硕士,171,已经购车,已购住房,68,天蝎座,汉族,龙,O,"37,42","155,170",不限,本科或以上,不限,广东广州,距离很远,离异,广州,我是那种相对平和的人，以家庭为第一位，愿意为了家庭付出所有。我与一女商人组织过家庭，曾经我以为，只要大家都决心相向而行，就可以有一个幸福的家。但是，太多的不同，使得我们都不是可以让…
大专,180,暂未购车,独自租房,71,水瓶座,汉族,兔,O,"18,45","158,",不限,不限,不限,不限,真情帅哥,未婚,广州,通常情况来说，那些本来就很少很少的所谓好的、优秀的、成功的未婚男性永远都只会选择30岁以下的未婚女性！也就是说有很多很多未婚女性都没可能没机会嫁现成的！一个未婚女性，随着年龄的逐年…
本科,161,暂未购车,已购住房,64,狮子座,汉族,鼠,B,"33,43","150,164",汉族,大专,未婚,辽宁沈阳,xqj,未婚,沈阳,非常喜欢泰戈尔的诗句“生如夏花之绚烂”。现实中的我是一个真诚、率真的人。    另:给大家一个很好的建议，我每次都用电脑登录，我希望大家也最好用电脑登录，这样你能看到很多有用的邮件…
本科,180,已经购车,已购住房,90,金牛座,汉族,蛇,B,"35,51","不限,",不限,本科或以上,不限,不限,草原恩情,离异,大兴,"我是一个很真诚的人.做事认真.想找一个真诚//善良//人品好//的爱人,一起慢慢到老.我盼望你的到来,用我的一生好好的爱你.知情，知性。..."
本科,167,暂未购车,暂未购房,65,白羊座,汉族,猴,其它,"不限,","158,175",不限,大专,未婚,广东深圳,一生的爱,未婚,深圳,真诚期待你简单！快乐!真实！真诚！相约于此，缘定一生。  与之诚实与真心，如果你有同我的想法，那就来信吧！相信你我的际遇，会有一个快乐、幸福、美满的开始与永恒！愿与你此生同行！......
本科,178,已经购车,已购住房,78,天蝎座,汉族,马,A,"20,38","160,172",不限,高中中专及以下,未婚,上海,mid,未婚,杨浦,首先介绍一下自己    78年11月出生的上海本地男生    通过自己努力，由进入单位时的一名技术员，成长为在大型垄断国企担任职务的管理人员    有一个温馨的家庭，父母已经退休。…
硕士,171,已购车（中档型）,已购房,68,摩羯座,汉族,龙,O,"37,45","155,170",不限,不限,不限,云南,点夏,离异,玉溪,玉溪红塔区体制内在编工作，年入15万 ，车房俱备，无任何不良嗜好。身心健康、性格和善，爱好广泛，尤喜运动和旅行，希望与志同道合的你结识！...
本科,168,暂未购车,已购住房,70,狮子座,汉族,马,O,"20,45","150,190",不限,不限,不限,不限,rain,未婚,深圳,"我在深圳科技园当程序员，住在龙岗。
 希望2022年结婚!
        本人性格温和可爱，老实真诚。
          我相信在这里一定能找到牵手一生的人！..."
本科,177,暂未购车,已购住房,65,天秤座,汉族,狗,O,"38,44","162,170",不限,不限,不限,云南昆明,穿布鞋上网,离异,昆明,走了很久了，虽然很喜欢这种在路上的感觉，可我很清楚，在路上只是过程，不会是终点。所以，现在希望能有个终点让我停下来，至少是暂时的休整后，我们再一起上路……            经…
本科,170,暂未购车,需要时购置,60,双鱼座,汉族,龙,A,"24,40","158,180",不限,不限,不限,北京,itroo,未婚,海淀,我是这样的： 北京户口北京人，没老北京的毛病，属于爱说爱笑爱运动爱美食爱旅游爱健身的，头发浓密的IT理工男，人不错，身体也不错，上进勤奋，性格温和，脾气有，但是容忍度很高，什么事情…
本科,175,已经购车,已购住房,75,射手座,汉族,狗,A,"28,40","160,175",不限,本科或以上,不限,重庆,吾心,离异,江北,以前从未想过用网上交友的方式来寻找人生的另一半，一个偶然的机会知道世纪佳缘网，也不知当时是怎样的心境，感觉或许会遇到自己一生的幸福，我期待着．
大专,175,已购车（经济型）,已购住房,80,双子座,汉族,龙,--,"31,45","不限,",不限,不限,不限,浙江绍兴,梦中人,未婚,绍兴,我是绍兴市区的原打算这辈子就这样一个人过了。2020年8月底摔了一跤住院了发觉虽然有老妈，有朋友照顾还是不方便。今年努力找个伴能一起帮扶过完余生的。......
本科,170,已经购车,已购住房,70,天秤座,汉族,猪,B,"30,50","不限,",不限,不限,不限,四川成都重庆上海,诗意人生,离异,成都,很高兴来到这个大家的家园！很高兴认识你！如果有缘，就能走到一起！...
硕士,175,暂未购车,暂未购房,78,双子座,汉族,龙,--,"26,34","164,180",不限,本科或以上,未婚,北京,so-so,未婚,海淀,第一最好不相见，如此便可不相恋。   第二最好不相知，如此便可不相思。   第三最好不相伴，如此便可不相欠。   第四最好不相惜，如此便可不相忆。   第五最好不相爱，如此…
本科,170,暂未购车,需要时购置,60,双鱼座,汉族,鼠,其它,"38,42","155,167",不限,大专或以上,未婚,湖南长沙,tbgcpa,未婚,长沙,找一个人开始爱情长跑，到爱情可以变成亲情的时候。我想你，牵我的手，走进婚姻的神殿。...
博士,170,暂未购车,--,64,双鱼座,汉族,鼠,--,"29,","156,166",汉族,本科或以上,未婚,广东广州国外香港,xy,未婚,广州,Nice to meet you here.
高中中专及以下,177,--,--,--,射手座,--,羊,--,"20,36","130,260",不限,不限,不限,河北承德,孤独,未婚,承德,只要你愿意，当你失落失意的时候，最需要一个肩膊的时候，告诉我，我会立即出现。
本科,168,已经购车,已购住房,68,水瓶座,汉族,龙,B,"31,40","161,172",不限,大专,不限,国外江苏上海浙江,天行健,未婚,澳大利亚,！！！凡系统自发邮件请勿在意！！！   溶溶秋月淡淡风，未见秋山枫叶红， 我伴秋意容易醉，秋意待我甚从容。   希望将来的另一半温婉娴静，美丽大方，我不是美食家，却也能下得厨房  …
本科,173,已经购车,已购住房,64,双子座,汉族,蛇,O,"41,48","161,165",不限,大专或以上,不限,浙江杭州,期盼日出美满,离异,杭州,婚姻是对感情与责任的庄严承诺，是生活与生命的港湾，是最大的精神生活。虽然过去曾为它付出很多，但那是婚姻的责任使然。我不会对价值观念、生活理念及性格脾气炯异的婚姻离析而感到惋惜。本人…
大专,175,暂未购车,已购住房,70,射手座,汉族,猴,O,"50,56","158,165",不限,不限,不限,上海,平凡,离异,黄浦,"我是一个平凡的人,心地善良,顾家体贴.希望寻找一个伴侣在一起,过平凡普通的生活.你和我在一起开心是我的心愿."
本科,170,已经购车,需要时购置,65,摩羯座,汉族,猴,O,"18,33","162,182",不限,不限,未婚,广东深圳广东广州广东东莞,互联网之精神,未婚,深圳,心中有爱才有两人的缘分！这个年纪还是未婚，在深圳其实也正常，城市节凑很快，勇于追梦的人，都很难停下，当然由于所处行业的发展，我现在时间更自由了......总体上我属于出走半生，归来…
本科,168,已经购车,已购住房,58,金牛座,汉族,羊,A,"29,35","155,160",不限,大专,未婚离异,广东广州,寒萧,未婚,广州,一个简单乐观的广东人，在事业单位工作，作息时间比较有规律。业余时间我就会去享受一下生活，做做自己喜欢的事情。    我比较喜欢性格开朗，爱生活，爱家庭，简单乐观的女孩子。......
硕士,177,已经购车,已购住房,70,天秤座,汉族,蛇,O,"33,39","161,175",不限,本科或以上,未婚离异,北京,张池,离异,西城,北京南城有一条路，叫“幸福大街”，全长1312米，距离完美的1314，还差一点距离  幸福可能就是这么个长度。  爱情本就是陪彼此陪伴的一段路程。从这里到那里，从此岸到彼岸。究竟有…
